Date,Open,High,Low,Close,Adj Close,Volume
2017-10-30,137.300003,137.809998,136.479996,136.490005,136.490005,3044500
2017-10-31,136.500000,136.619995,135.080002,135.800003,135.800003,3988300
2017-11-01,135.669998,137.300003,135.429993,136.289993,136.289993,3629000
2017-11-02,136.419998,136.990005,135.690002,136.470001,136.470001,2722600
2017-11-03,136.479996,136.949997,136.360001,136.630005,136.630005,2105400
2017-11-06,136.800003,138.449997,136.789993,137.710007,137.710007,2780900
2017-11-07,137.800003,138.899994,136.660004,138.809998,138.809998,3222100
2017-11-08,138.399994,138.750000,137.179993,137.289993,137.289993,1933300
2017-11-09,136.440002,136.750000,134.649994,135.339996,135.339996,2940300
2017-11-10,135.089996,136.889999,135.070007,136.479996,136.479996,2016900
2017-11-13,135.529999,136.550003,134.869995,136.529999,136.529999,1894100
2017-11-14,138.000000,138.119995,136.470001,137.539993,137.539993,3041300
2017-11-15,136.479996,136.759995,133.809998,134.100006,134.100006,3746200
2017-11-16,135.470001,137.410004,135.100006,136.360001,136.360001,2812900
2017-11-17,135.800003,136.360001,135.020004,136.130005,136.130005,2312700
2017-11-20,136.440002,137.809998,136.250000,136.910004,136.910004,2124000
2017-11-21,137.770004,138.000000,137.169998,137.600006,137.600006,2221400
2017-11-22,138.220001,138.419998,137.199997,138.009995,138.009995,4887500
2017-11-24,138.100006,138.419998,137.339996,137.389999,137.389999,944400
2017-11-27,137.470001,138.270004,136.889999,137.190002,137.190002,2480800
2017-11-28,137.509995,138.410004,137.289993,137.869995,137.869995,798034
