Date,Open,High,Low,Close,Adj Close,Volume
2017-10-30,92.269997,92.830002,90.660004,90.680000,90.680000,923100
2017-10-31,91.669998,92.989998,91.550003,92.300003,92.300003,786900
2017-11-01,93.010002,94.440002,92.650002,93.300003,93.300003,633500
2017-11-02,93.239998,95.180000,92.800003,94.959999,94.959999,620300
2017-11-03,94.980003,95.120003,93.699997,94.209999,94.209999,283200
2017-11-06,94.160004,95.889999,94.160004,95.470001,95.470001,374200
2017-11-07,94.980003,94.980003,93.860001,94.629997,94.629997,537600
2017-11-08,95.320000,96.120003,94.779999,95.589996,95.589996,546800
2017-11-09,94.949997,95.980003,94.279999,94.669998,94.669998,369000
2017-11-10,94.699997,95.300003,93.820000,94.019997,94.019997,393200
2017-11-13,93.300003,93.739998,92.419998,93.610001,93.610001,346400
2017-11-14,93.180000,93.379997,92.410004,92.959999,92.959999,422100
2017-11-15,92.779999,94.199997,92.529999,93.919998,93.919998,488600
2017-11-16,94.949997,94.949997,93.400002,94.529999,94.529999,382800
2017-11-17,95.019997,97.330002,94.970001,97.000000,97.000000,444000
2017-11-20,96.559998,96.620003,95.440002,96.519997,96.519997,552600
2017-11-21,97.150002,97.690002,96.540001,96.680000,96.680000,329000
2017-11-22,97.099998,98.190002,97.099998,97.919998,97.919998,450900
2017-11-24,98.290001,98.580002,97.330002,98.430000,98.430000,185800
2017-11-27,98.160004,98.349998,97.199997,97.779999,97.779999,385500
2017-11-28,98.000000,98.150002,97.340500,97.885002,97.885002,174076
