Date,Open,High,Low,Close,Adj Close,Volume
2017-10-30,36.020000,36.290001,35.939999,36.020000,36.020000,1064200
2017-10-31,36.049999,36.410000,35.910000,36.320000,36.320000,948200
2017-11-01,37.630001,37.700001,37.110001,37.139999,37.139999,1591300
2017-11-02,37.250000,37.939999,37.250000,37.860001,37.860001,1425700
2017-11-03,37.599998,37.599998,37.080002,37.259998,37.259998,872300
2017-11-06,38.330002,38.689999,38.259998,38.639999,38.639999,1845500
2017-11-07,38.720001,38.759998,37.990002,38.369999,38.369999,1284800
2017-11-08,38.410000,38.869999,38.130001,38.849998,38.849998,1299600
2017-11-09,37.560001,37.770000,37.419998,37.730000,37.730000,1378500
2017-11-10,37.750000,37.919998,37.419998,37.619999,37.619999,780100
2017-11-13,37.139999,37.619999,37.139999,37.369999,37.369999,836500
2017-11-14,36.889999,36.919998,36.320000,36.500000,36.500000,858400
2017-11-15,35.799999,36.119999,35.540001,35.939999,35.939999,1297600
2017-11-16,36.180000,36.180000,35.790001,36.029999,36.029999,952000
2017-11-17,36.119999,36.230000,35.950001,36.169998,36.169998,921200
2017-11-20,35.910000,36.240002,35.759998,36.220001,36.220001,975500
2017-11-21,36.669998,36.900002,36.540001,36.790001,36.790001,1469700
2017-11-22,37.279999,37.389999,37.080002,37.270000,37.270000,667000
2017-11-24,37.730000,37.900002,37.639999,37.680000,37.680000,484300
2017-11-27,37.570000,37.619999,37.029999,37.080002,37.080002,1056900
2017-11-28,36.570000,36.685001,36.435001,36.660000,36.660000,990687
