Date,Open,High,Low,Close,Adj Close,Volume
2017-10-30,475.329987,475.660004,471.600006,472.290009,472.290009,320900
2017-10-31,471.720001,473.179993,470.239990,470.829987,470.829987,413100
2017-11-01,473.209991,473.850006,468.799988,469.290009,469.290009,449300
2017-11-02,469.429993,476.910004,469.329987,474.920013,474.920013,528800
2017-11-03,473.230011,480.170013,472.100006,479.109985,479.109985,435600
2017-11-06,478.750000,479.790009,475.049988,475.609985,475.609985,241600
2017-11-07,475.209991,479.529999,472.230011,473.369995,473.369995,240400
2017-11-08,472.140015,473.929993,470.959991,472.200012,472.200012,362200
2017-11-09,469.359985,471.989990,462.510010,466.600006,466.600006,454700
2017-11-10,466.149994,468.880005,463.570007,465.829987,465.829987,304000
2017-11-13,462.380005,465.429993,461.070007,465.109985,465.109985,499100
2017-11-14,463.220001,470.609985,462.600006,470.450012,470.450012,366000
2017-11-15,467.859985,472.279999,463.750000,470.500000,470.500000,470400
2017-11-16,473.209991,474.350006,470.559998,474.019989,474.019989,247000
2017-11-17,471.750000,479.250000,471.660004,473.989990,473.989990,505600
2017-11-20,474.989990,476.369995,472.850006,474.769989,474.769989,392100
2017-11-21,477.709991,482.739990,477.019989,481.359985,481.359985,440900
2017-11-22,481.200012,483.980011,478.320007,478.940002,478.940002,265400
2017-11-24,481.130005,482.920013,479.339996,479.739990,479.739990,134400
2017-11-27,480.700012,484.170013,480.220001,481.959991,481.959991,339000
2017-11-28,482.850006,484.549988,480.794495,484.429993,484.429993,111542
