Date,Open,High,Low,Close,Adj Close,Volume
2017-10-30,124.250000,124.440002,124.070000,124.389999,124.389999,113500
2017-10-31,123.980003,124.139999,123.669998,124.000000,124.000000,110400
2017-11-01,124.290001,124.919998,124.180000,124.430000,124.430000,194200
2017-11-02,125.050003,125.489998,124.940002,125.309998,125.309998,153100
2017-11-03,125.510002,125.629997,125.019997,125.620003,125.620003,115300
2017-11-06,125.510002,125.750000,125.339996,125.629997,125.629997,103400
2017-11-07,126.750000,127.500000,125.589996,127.459999,127.459999,335100
2017-11-08,127.120003,128.110001,127.050003,127.980003,127.980003,179300
2017-11-09,125.419998,125.699997,124.629997,125.459999,125.459999,303900
2017-11-10,124.800003,124.900002,124.410004,124.489998,124.489998,123200
2017-11-13,124.849998,125.760002,124.800003,125.669998,125.669998,156400
2017-11-14,125.349998,125.440002,124.720001,124.870003,124.870003,164400
2017-11-15,122.949997,123.809998,122.489998,123.660004,123.660004,106500
2017-11-16,123.980003,124.680000,123.839996,124.370003,124.370003,140300
2017-11-17,123.320000,123.650002,123.080002,123.290001,123.290001,212600
2017-11-20,123.849998,124.540001,123.849998,124.290001,124.290001,108000
2017-11-21,125.199997,125.919998,125.059998,125.779999,125.779999,163500
2017-11-22,126.300003,126.620003,125.800003,126.080002,126.080002,115200
2017-11-24,126.290001,126.400002,125.860001,126.050003,126.050003,57700
2017-11-27,126.209999,126.400002,125.870003,125.980003,125.980003,104800
2017-11-28,126.510002,126.769699,126.320000,126.402802,126.402802,24848
