Date,Open,High,Low,Close,Adj Close,Volume
2017-10-30,40.669998,41.080002,40.630001,40.790001,40.790001,2065900
2017-10-31,40.830002,41.099998,40.630001,40.980000,40.980000,1328400
2017-11-01,42.419998,42.529999,41.939999,42.029999,42.029999,4202800
2017-11-02,42.139999,42.950001,42.139999,42.799999,42.799999,3130900
2017-11-03,42.509998,42.580002,41.970001,42.150002,42.150002,2127600
2017-11-06,43.240002,43.549999,43.099998,43.410000,43.410000,3954800
2017-11-07,43.610001,43.680000,42.880001,43.230000,43.230000,2640400
2017-11-08,43.299999,43.799999,43.040001,43.779999,43.779999,3428600
2017-11-09,42.700001,42.939999,42.459999,42.910000,42.910000,3220900
2017-11-10,43.009998,43.020000,42.470001,42.779999,42.779999,1666800
2017-11-13,42.369999,42.860001,42.310001,42.700001,42.700001,2134300
2017-11-14,42.150002,42.180000,41.419998,41.689999,41.689999,2795400
2017-11-15,40.990002,41.310001,40.720001,41.209999,41.209999,2540100
2017-11-16,41.439999,41.439999,41.020000,41.380001,41.380001,3029400
2017-11-17,41.299999,41.410000,41.139999,41.380001,41.380001,2183900
2017-11-20,41.000000,41.130001,40.790001,41.119999,41.119999,2211300
2017-11-21,41.639999,41.910000,41.540001,41.660000,41.660000,1792000
2017-11-22,42.250000,42.400002,42.080002,42.270000,42.270000,1021200
2017-11-24,42.700001,42.900002,42.630001,42.709999,42.709999,640900
2017-11-27,42.529999,42.630001,41.889999,41.889999,41.889999,1932300
2017-11-28,41.450001,41.570000,41.310001,41.570000,41.570000,806594
