Date,Open,High,Low,Close,Adj Close,Volume
2017-10-30,64.510002,64.889999,64.419998,64.610001,64.610001,414800
2017-10-31,64.480003,65.019997,64.440002,64.519997,64.519997,698200
2017-11-01,64.820000,64.849998,64.510002,64.589996,64.589996,493700
2017-11-02,64.769997,65.400002,64.730003,65.330002,65.330002,621400
2017-11-03,65.540001,65.620003,65.330002,65.529999,65.529999,428400
2017-11-06,65.480003,65.849998,65.410004,65.820000,65.820000,539200
2017-11-07,65.419998,65.529999,65.180000,65.529999,65.529999,337400
2017-11-08,65.720001,65.860001,65.519997,65.800003,65.800003,394900
2017-11-09,65.470001,65.989998,65.379997,65.940002,65.940002,332700
2017-11-10,65.839996,65.900002,65.199997,65.589996,65.589996,294000
2017-11-13,65.059998,65.599998,65.059998,65.339996,65.339996,402300
2017-11-14,65.190002,65.309998,64.910004,65.290001,65.290001,464000
2017-11-15,64.900002,65.260002,64.699997,65.160004,65.160004,365400
2017-11-16,65.510002,65.949997,65.500000,65.849998,65.849998,339800
2017-11-17,65.680000,66.349998,65.489998,66.260002,66.260002,441000
2017-11-20,66.190002,66.550003,66.070000,66.279999,66.279999,444400
2017-11-21,66.580002,66.779999,65.779999,65.820000,65.820000,670500
2017-11-22,66.080002,66.349998,65.879997,66.150002,66.150002,549100
2017-11-24,66.139999,66.290001,65.980003,66.160004,66.160004,168300
2017-11-27,66.190002,66.309998,65.379997,65.440002,65.440002,618700
2017-11-28,64.519997,64.459999,63.439999,64.050003,64.050003,812756
