Date,Open,High,Low,Close,Adj Close,Volume
2017-10-30,13.240000,13.350000,12.970000,13.130000,13.124876,16135000
2017-10-31,12.930000,12.940000,12.700000,12.810000,12.805001,13191400
2017-11-01,12.850000,12.980000,12.630000,12.650000,12.650000,10599900
2017-11-02,12.650000,12.730000,12.460000,12.680000,12.680000,9650200
2017-11-03,12.760000,12.760000,12.450000,12.650000,12.650000,16587000
2017-11-06,12.770000,12.930000,12.690000,12.910000,12.910000,9692800
2017-11-07,12.790000,12.800000,12.440000,12.570000,12.570000,12191800
2017-11-08,12.780000,13.100000,12.680000,13.050000,13.050000,12118700
2017-11-09,12.800000,12.960000,12.680000,12.760000,12.760000,12434100
2017-11-10,12.630000,12.740000,12.570000,12.690000,12.690000,13814100
2017-11-13,12.590000,12.770000,12.500000,12.690000,12.690000,7583800
2017-11-14,12.670000,12.700000,12.310000,12.370000,12.370000,9106100
2017-11-15,12.230000,12.550000,12.200000,12.530000,12.530000,7242400
2017-11-16,12.650000,12.850000,12.580000,12.780000,12.780000,7243300
2017-11-17,12.780000,13.080000,12.780000,13.040000,13.040000,7704300
2017-11-20,13.030000,13.210000,12.890000,13.170000,13.170000,6591500
2017-11-21,13.260000,13.490000,13.220000,13.240000,13.240000,9274200
2017-11-22,13.280000,13.320000,13.180000,13.260000,13.260000,6703200
2017-11-24,13.150000,13.230000,13.130000,13.230000,13.230000,3407000
2017-11-27,13.100000,13.220000,13.010000,13.140000,13.140000,5695900
2017-11-28,13.370000,13.450000,13.180000,13.425000,13.425000,3245331
