Date,Open,High,Low,Close,Adj Close,Volume
2017-10-30,36.680000,36.930000,36.570000,36.689999,36.183098,7094000
2017-10-31,36.730000,36.770000,36.189999,36.430000,35.926693,7578900
2017-11-01,36.549999,36.680000,36.189999,36.200001,35.699871,4577600
2017-11-02,35.970001,36.340000,35.860001,35.950001,35.453323,8412000
2017-11-03,36.130001,36.299999,36.029999,36.150002,35.650562,4174100
2017-11-06,36.240002,36.270000,36.060001,36.139999,35.640697,3561700
2017-11-07,35.820000,35.959999,35.700001,35.820000,35.325119,4916300
2017-11-08,36.099998,36.580002,36.090000,36.480000,35.976002,5529000
2017-11-09,35.939999,35.990002,35.570000,35.770000,35.770000,7691000
2017-11-10,35.549999,35.549999,35.080002,35.299999,35.299999,5959900
2017-11-13,35.020000,35.419998,34.970001,35.090000,35.090000,5182300
2017-11-14,35.000000,35.139999,34.860001,34.980000,34.980000,4431100
2017-11-15,34.959999,35.060001,34.720001,34.880001,34.880001,4245700
2017-11-16,35.049999,35.290001,35.029999,35.189999,35.189999,4088300
2017-11-17,35.060001,35.150002,34.880001,35.060001,35.060001,2585200
2017-11-20,35.209999,35.320000,35.099998,35.119999,35.119999,4281700
2017-11-21,34.930000,35.110001,34.810001,34.810001,34.810001,5125000
2017-11-22,35.200001,35.220001,34.970001,35.060001,35.060001,4224000
2017-11-24,35.020000,35.189999,34.970001,35.040001,35.040001,1743500
2017-11-27,35.849998,35.919998,35.490002,35.549999,35.549999,5474000
2017-11-28,35.900002,35.990002,35.799999,35.830002,35.830002,2502693
