Date,Open,High,Low,Close,Adj Close,Volume
2017-10-30,48.880001,49.119999,47.419998,47.830002,47.830002,24587400
2017-10-31,47.939999,48.180000,47.709999,47.869999,47.869999,15910000
2017-11-01,48.150002,48.169998,47.560001,47.830002,47.830002,11046600
2017-11-02,47.880001,47.939999,47.180000,47.459999,47.459999,13126900
2017-11-03,47.660000,47.740002,47.240002,47.419998,47.419998,8038200
2017-11-06,46.310001,46.349998,44.840000,45.529999,45.529999,36443300
2017-11-07,45.209999,45.590000,44.680000,45.570000,45.570000,25789600
2017-11-08,45.410000,45.520000,45.139999,45.459999,45.459999,17414800
2017-11-09,45.290001,45.430000,44.810001,45.070000,45.070000,21078700
2017-11-10,45.110001,45.110001,44.750000,44.880001,44.880001,17075000
2017-11-13,44.919998,45.080002,44.700001,44.750000,44.750000,16673900
2017-11-14,44.689999,44.849998,44.150002,44.220001,44.220001,20829900
2017-11-15,44.330002,44.380001,43.970001,44.110001,44.110001,15726500
2017-11-16,44.209999,44.880001,44.110001,44.770000,44.770000,13818000
2017-11-17,44.630001,45.770000,44.619999,45.419998,45.419998,18933200
2017-11-20,45.799999,46.349998,45.500000,46.200001,46.200001,18227400
2017-11-21,46.340000,46.450001,46.009998,46.180000,46.180000,13598000
2017-11-22,46.250000,47.419998,46.240002,47.099998,47.099998,15825100
2017-11-24,47.060001,47.180000,46.849998,47.009998,47.009998,5097200
2017-11-27,47.369999,47.900002,47.349998,47.660000,47.660000,17234900
2017-11-28,47.700001,48.200001,47.529999,47.985001,47.985001,5056280
