Date,Open,High,Low,Close,Adj Close,Volume
2017-10-30,47.700001,47.840000,47.230000,47.330002,47.330002,1738100
2017-10-31,47.330002,48.099998,47.160000,47.930000,47.930000,1845100
2017-11-01,49.459999,49.470001,48.970001,49.029999,49.029999,2660900
2017-11-02,49.259998,49.779999,49.200001,49.480000,49.480000,1899600
2017-11-03,49.660000,49.660000,49.000000,49.240002,49.240002,1358400
2017-11-06,50.040001,50.439999,50.000000,50.389999,50.389999,2318200
2017-11-07,50.380001,50.419998,49.520000,49.889999,49.889999,2144200
2017-11-08,50.209999,50.560001,49.779999,50.500000,50.500000,2300400
2017-11-09,48.950001,49.130001,48.570000,49.119999,49.119999,3413100
2017-11-10,49.389999,49.669998,49.139999,49.509998,49.509998,1695600
2017-11-13,48.750000,49.509998,48.750000,49.200001,49.200001,1957500
2017-11-14,48.389999,48.480000,47.700001,48.000000,48.000000,2870900
2017-11-15,47.139999,47.750000,46.720001,47.560001,47.560001,3204300
2017-11-16,47.849998,47.869999,47.380001,47.630001,47.630001,1895300
2017-11-17,47.549999,47.869999,47.439999,47.590000,47.590000,1933100
2017-11-20,47.480000,47.840000,47.240002,47.820000,47.820000,2454400
2017-11-21,47.950001,48.360001,47.869999,48.049999,48.049999,2579500
2017-11-22,48.740002,49.130001,48.709999,49.009998,49.009998,1934200
2017-11-24,49.270000,49.650002,49.270000,49.430000,49.430000,1084700
2017-11-27,49.549999,49.619999,48.830002,48.880001,48.880001,1317500
2017-11-28,48.330002,48.439999,48.200001,48.290001,48.290001,1074246
