Date,Open,High,Low,Close,Adj Close,Volume
2017-10-30,118.669998,118.970001,117.519997,118.519997,118.209366,1841300
2017-10-31,118.620003,119.910004,118.320000,119.480003,119.166855,1712400
2017-11-01,120.510002,120.919998,119.599998,120.160004,119.845070,1381000
2017-11-02,120.440002,121.250000,119.019997,119.639999,119.326431,3713500
2017-11-03,119.690002,121.580002,119.610001,121.550003,121.231430,4043300
2017-11-06,121.339996,123.029999,120.849998,121.980003,121.660301,2838700
2017-11-07,122.209999,123.309998,120.660004,120.889999,120.573158,5253700
2017-11-08,121.000000,124.339996,119.190002,119.980003,119.665543,6163000
2017-11-09,119.260002,120.120003,118.129997,118.809998,118.498604,3317700
2017-11-10,119.040001,120.870003,118.010002,120.110001,119.795197,3377000
2017-11-13,119.669998,120.879997,119.599998,120.389999,120.074463,2387300
2017-11-14,120.080002,123.099998,119.949997,123.059998,122.737465,2141400
2017-11-15,122.910004,122.959999,121.379997,122.260002,121.939568,3043300
2017-11-16,121.940002,124.419998,121.500000,124.379997,124.054008,3493500
2017-11-17,123.980003,125.639999,123.769997,125.480003,125.151131,4660700
2017-11-20,125.330002,126.239998,125.059998,125.910004,125.580002,1937800
2017-11-21,126.330002,128.369995,126.330002,127.620003,127.620003,3478000
2017-11-22,127.959999,128.000000,126.070000,126.389999,126.389999,2323900
2017-11-24,126.510002,127.099998,126.379997,126.500000,126.500000,729400
2017-11-27,126.330002,127.370003,126.330002,126.930000,126.930000,2560200
2017-11-28,127.250000,127.550003,126.779999,126.919998,126.919998,1339622
