Date,Open,High,Low,Close,Adj Close,Volume
2017-10-30,52.410000,52.549999,51.290001,51.599998,51.599998,6320400
2017-10-31,51.580002,51.599998,50.389999,50.430000,50.430000,7431200
2017-11-01,50.730000,50.959999,49.770000,50.150002,50.150002,6119800
2017-11-02,50.220001,51.639999,50.090000,51.619999,51.619999,6117100
2017-11-03,51.630001,51.740002,51.169998,51.310001,51.310001,4002200
2017-11-06,51.049999,51.250000,50.590000,51.150002,51.150002,4578300
2017-11-07,51.130001,52.419998,50.889999,51.820000,51.820000,5507400
2017-11-08,51.150002,51.860001,51.020000,51.490002,51.490002,3896600
2017-11-09,51.189999,51.250000,50.169998,50.230000,50.230000,5455500
2017-11-10,49.970001,50.380001,49.770000,50.080002,50.080002,3462400
2017-11-13,49.360001,49.970001,48.790001,49.750000,49.750000,4913600
2017-11-14,49.459999,49.619999,49.000000,49.400002,49.400002,4419700
2017-11-15,49.259998,49.340000,48.259998,48.630001,48.630001,5287100
2017-11-16,48.709999,50.150002,48.340000,50.119999,50.119999,7205600
2017-11-17,49.959999,50.070000,49.500000,49.919998,49.919998,6174100
2017-11-20,49.750000,49.910000,49.299999,49.709999,49.709999,4843500
2017-11-21,49.759998,50.240002,49.560001,50.220001,50.220001,3796200
2017-11-22,50.400002,51.200001,50.130001,51.009998,51.009998,4665700
2017-11-24,50.880001,51.320000,50.680000,50.900002,50.900002,2446300
2017-11-27,50.910000,51.090000,50.220001,50.660000,50.660000,4525300
2017-11-28,50.689999,51.044998,50.439999,50.963402,50.963402,1451351
