Date,Open,High,Low,Close,Adj Close,Volume
2017-10-30,53.279999,53.610001,52.830002,53.180000,53.180000,585000
2017-10-31,53.360001,54.160000,53.360001,54.020000,54.020000,928100
2017-11-01,54.369999,54.500000,53.560001,53.849998,53.849998,583900
2017-11-02,54.000000,55.660000,54.000000,54.990002,54.990002,764000
2017-11-03,55.180000,55.180000,53.500000,53.930000,53.930000,772100
2017-11-06,53.930000,54.470001,53.930000,54.360001,54.360001,367900
2017-11-07,54.580002,54.619999,53.939999,54.090000,54.090000,312400
2017-11-08,54.000000,54.200001,53.740002,53.990002,53.990002,544200
2017-11-09,53.700001,54.150002,53.340000,53.689999,53.689999,454300
2017-11-10,53.889999,54.130001,53.770000,53.880001,53.880001,270200
2017-11-13,53.630001,54.080002,53.430000,53.900002,53.900002,364100
2017-11-14,53.740002,54.150002,53.630001,54.049999,54.049999,210300
2017-11-15,53.580002,54.180000,53.139999,54.080002,54.080002,334900
2017-11-16,54.160000,54.720001,54.160000,54.389999,54.389999,268500
2017-11-17,54.310001,54.779999,53.930000,54.520000,54.520000,229800
2017-11-20,54.770000,55.689999,54.619999,55.310001,55.310001,264200
2017-11-21,55.480000,56.009998,55.250000,55.520000,55.520000,345200
2017-11-22,55.619999,55.820000,54.880001,55.259998,55.259998,295200
2017-11-24,55.259998,55.680000,55.029999,55.610001,55.610001,113200
2017-11-27,55.619999,55.910000,55.020000,55.570000,55.570000,588600
2017-11-28,55.529999,56.009998,55.380001,55.980000,55.980000,172153
