Date,Open,High,Low,Close,Adj Close,Volume
2017-10-30,47.650002,48.180000,46.990002,47.009998,47.009998,3949700
2017-10-31,47.139999,48.439999,47.000000,47.889999,47.889999,6053200
2017-11-01,48.049999,49.230000,47.349998,47.549999,47.549999,12254400
2017-11-02,46.430000,47.490002,44.570000,46.459999,46.459999,14936100
2017-11-03,46.759998,47.189999,46.119999,46.400002,46.400002,5635700
2017-11-06,46.500000,46.799999,45.770000,45.910000,45.910000,6612600
2017-11-07,46.020000,46.270000,45.380001,45.900002,45.900002,5491700
2017-11-08,45.189999,46.830002,45.040001,45.950001,45.950001,6186700
2017-11-09,45.650002,45.950001,45.029999,45.900002,45.900002,7003100
2017-11-10,45.639999,45.770000,45.240002,45.669998,45.669998,3231400
2017-11-13,45.650002,46.560001,45.590000,46.480000,46.480000,5983500
2017-11-14,46.200001,46.459999,45.029999,45.299999,45.299999,4438700
2017-11-15,45.000000,45.880001,44.549999,45.869999,45.869999,3628900
2017-11-16,46.220001,47.279999,46.110001,46.830002,46.830002,4565300
2017-11-17,47.110001,48.349998,47.029999,47.740002,47.740002,5406200
2017-11-20,48.189999,48.189999,47.169998,47.389999,47.389999,3236900
2017-11-21,48.160000,48.560001,47.610001,48.110001,48.110001,3775300
2017-11-22,48.389999,48.740002,47.799999,48.029999,48.029999,2968300
2017-11-24,47.680000,47.869999,47.099998,47.639999,47.639999,2143400
2017-11-27,47.180000,47.200001,46.360001,46.810001,46.810001,4405400
2017-11-28,46.740002,47.060001,46.160000,46.750000,46.750000,1335604
