Date,Open,High,Low,Close,Adj Close,Volume
2017-10-30,160.779999,162.190002,160.190002,161.009995,161.009995,705700
2017-10-31,160.559998,161.539993,160.559998,161.080002,161.080002,615700
2017-11-01,161.500000,163.000000,159.899994,160.910004,160.910004,931000
2017-11-02,164.429993,165.000000,157.089996,157.479996,157.479996,1520100
2017-11-03,157.500000,160.000000,157.360001,159.589996,159.589996,748700
2017-11-06,160.009995,161.669998,158.470001,161.190002,161.190002,700100
2017-11-07,161.169998,162.669998,160.399994,161.600006,161.600006,589900
2017-11-08,160.979996,161.679993,160.050003,160.990005,160.990005,365300
2017-11-09,161.699997,162.410004,160.119995,161.500000,161.500000,711000
2017-11-10,161.429993,162.029999,160.389999,161.570007,161.570007,445700
2017-11-13,161.119995,162.199997,160.940002,161.490005,161.490005,467500
2017-11-14,160.660004,162.860001,160.130005,162.029999,162.029999,891800
2017-11-15,161.830002,162.839996,161.539993,162.649994,162.649994,710400
2017-11-16,162.800003,163.000000,159.820007,159.929993,159.929993,933600
2017-11-17,159.220001,160.300003,158.039993,160.070007,160.070007,1735200
2017-11-20,159.750000,160.339996,158.889999,159.889999,159.889999,1061700
2017-11-21,160.660004,160.660004,159.710007,159.800003,159.800003,852900
2017-11-22,160.270004,160.660004,158.690002,158.789993,158.789993,899600
2017-11-24,159.250000,159.789993,158.679993,159.520004,159.520004,333900
2017-11-27,159.289993,159.509995,158.429993,158.500000,158.500000,732000
2017-11-28,158.419998,159.339996,158.419998,158.869995,158.869995,806087
