Price
-1.159333864648266
-1.3949852475617608
-1.0169626167464725
-0.78130337870503441
-0.99732086937909648
-0.68802275274782543
-0.015429879208334102
-0.069433883667718771
-0.76657599574347401
-0.61438387415799245
-0.13816625297967941
0.15640398974452355
-0.31000012193253706
-0.059613009984030747
-0.25108175306733665
0.46078774196997896
1.1530228538223541
0.97628198464611626
1.3052149754078357
1.683237606223124
2.5276643487154731
