,AABA,AAL,AAPL,ADBE,ADI,ADP,ADSK,ALGN,ALXN,AMAT,AMGN,AMTD,AMZN,ASML,ATVI,AVGO,BATRA,BATRK,BIDU,CELG,CERN,CHTR,CMCSA,CME,COST,CSCO,CSX,CTRP,CTSH,DISH,DLTR,EA,EBAY,EQIX,ERIC,ESRX,EXPE,FB,FISV,FITB,FOX,GILD,GOOG,GOOGL,IBKR,ILMN,INCY,INTC,INTU,ISRG,JD,KHC,LRCX,LSXMA,LSXMK,MAR,MCHP,MDLZ,MNST,MSFT,MU,MYL,NFLX,NTES,NTRS,NVDA,NXPI,ORLY,PAYX,PCAR,PCLN,PFF,PYPL,QCOM,QQQ,REGN,ROST,RYAAY,SBAC,SBUX,SHPG,SIRI,SWKS,TMUS,TROW,TSLA,TXN,VCSH,VOD,VRTX,WB,WBA,WDAY,WDC,WLTW,WPPGY,XLNX,ABBV,ABEV,ABT,ACN,AXP,AZN,BA,BABA,BAC,BBL,BHP,BLK,BMY,BNS,BP,BTI,BUD,C,CAT,CHL,CVS,CVX,DCM,DEO,DIS,DWDP,GE,GS,GSK,HD,HDB,HON,HSBC,IBM,ING,ISF,ITUB,JNJ,JPM,KO,LFC,LLY,LMT,MA,MCD,MDT,MMM,MO,MRK,MS,MTU,NEE,NKE,NVO,NVS,ORCL,PEP,PFE,PG,PM,PTR,RIO,RY,SAN,SAP,SLB,SNP,SNY,T,TD,TM,TMO,TOT,TSM,UL,UN,UNH,UNP,UPS,USB,UTX,V,VZ,WBK,WFC,WMT,XOM
BLK,0.195787561,0.152867732,0.262830897,0.294895723,0.513224392,0.61321817,0.217809167,0.347123192,0.608116834,0.2951146,0.586273663,0.400328187,0.263510069,0.202672734,0.30306906,0.195756902,0.425443048,0.418448607,0.222776564,0.215556546,0.243930328,0.564111968,0.447355445,0.185966809,0.346764974,0.230370358,0.310313772,0.310819598,0.511075529,0.399279239,0.258955189,0.573405054,0.500677702,0.399464377,0.179552469,0.376785745,0.17188713,0.240871319,0.511984873,0.345827177,0.281158136,0.517437031,0.232436193,0.269682376,0.156019653,0.205972756,0.669651313,0.515746739,0.361096581,0.310383764,0.463185714,0.363554344,0.267585743,0.547762807,0.541929039,0.198668651,0.517268118,0.288263861,0.356285547,0.222302265,0.258003723,0.444833465,0.297149913,0.302933675,0.221858809,0.309360558,0.609163268,0.163928238,0.29045546,0.571109566,0.51801397,0.193157805,0.275633364,0.414230387,0.214144137,0.534090074,0.250679453,0.253178816,0.354327754,0.505670223,0.24735317,0.411132963,0.56753608,0.236699732,0.197116799,0.440936247,0.241143118,0.481918268,0.287091156,0.350026503,0.312102064,0.357336809,0.178933696,0.324335256,0.533132115,0.472797384,0.447065104,0.341151319,0.211585341,0.269778262,0.241449751,0.463327575,0.329391139,0.26310081,0.203637322,0.479870303,0.318185743,0.358779579,0,0.285758989,0.37883914,0.342785346,0.238277138,0.43980237,0.5107055,0.285693604,0.203389212,0.353341442,0.304790123,0.284337946,0.241480493,0.40705787,0.442152328,0.555413655,0.553138917,0.398229724,0.196920644,0.235239761,0.212726775,0.266152339,0.350406442,0.469736944,0.185144247,0.218154308,0.356787866,0.497003625,0.411933986,0.436175097,0.187644211,0.247476773,0.201661466,0.240179796,0.265956708,0.187942756,0.268320797,0.409785548,0.406346827,0.259965962,0.290684831,0.218259197,0.152178485,0.206437391,0.596521315,0.281562926,0.214390342,0.310872674,0.434191249,0.35750501,0.309890911,0.27125662,0.434429619,0.192543918,0.525551396,0.417537634,0.393560311,0.224097741,0.271898369,0.242192002,0.221594633,0.209860173,0.393607128,0.226385513,0.235061483,0.268209057,0.256319959,0.468165684,0.234923159,0.524676615,0.231134076,0.277091397,0.611598455,0.543947081,0.295509817,0.465704679
BMY,0.300774193,0.310076272,0.281650902,0.35381112,0.408345249,0.410002953,0.419736779,0.44963294,0.410401613,0.436321489,0.383358447,0.306355172,0.442533708,0.226797408,0.321461128,0.256796556,0.446415271,0.428132977,0.26432432,0.42201512,0.260683695,0.376169696,0.396586409,0.31222154,0.491606445,0.439671598,0.303828257,0.341395167,0.378513647,0.324979298,0.373053602,0.445311834,0.291252393,0.261035081,0.294242338,0.378558848,0.259700299,0.296045947,0.407417734,0.302623955,0.424402096,0.380486825,0.30200559,0.287305917,0.253381262,0.336560538,0.480515083,0.305990935,0.30887762,0.438449503,0.321906261,0.457512166,0.386974466,0.402176496,0.39540554,0.409354818,0.388439562,0.521114664,0.477338303,0.262900519,0.430856469,0.334066273,0.275177397,0.389681262,0.339761418,0.409223102,0.400001849,0.443210838,0.354439599,0.368513469,0.311613422,0.265526132,0.419293712,0.514841944,0.306613939,0.346730515,0.430408164,0.434056155,0.385444888,0.29369738,0.279514114,0.404640485,0.390541356,0.347761404,0.333455431,0.312303184,0.268868106,0.377859315,0.531460009,0.381791911,0.459729867,0.363619644,0.312347252,0.449147533,0.405344922,0.309055717,0.288320472,0.355147151,0.301442993,0.292668888,0.415947128,0.249652561,0.298684545,0.297508026,0.306346124,0.291385942,0.239563313,0.245312134,0.285758989,0,0.408397472,0.268248729,0.442525228,0.329128146,0.354161101,0.314651669,0.245438654,0.511328927,0.248271404,0.393983322,0.311790695,0.432324412,0.368217211,0.334467191,0.363132332,0.281680952,0.403439441,0.356141374,0.397432711,0.279734657,0.362725773,0.420843808,0.429267687,0.317062822,0.32054317,0.307676328,0.347301446,0.307570442,0.293206663,0.316729271,0.393223438,0.243705259,0.278471488,0.327274826,0.370684636,0.25103312,0.310272183,0.297009454,0.425136459,0.413078302,0.419103713,0.29517604,0.366493237,0.508046416,0.342599817,0.416576864,0.410858272,0.260969557,0.242674607,0.304722077,0.352606789,0.249918397,0.33726216,0.292984769,0.346030273,0.414523653,0.335536977,0.279703427,0.269455043,0.2793167,0.412174217,0.271696364,0.312227048,0.252456749,0.313745802,0.337826683,0.30621893,0.315152821,0.217964123,0.312081259,0.375138386,0.324753787,0.491404574,0.317733263
BNS,0.298708441,0.419817565,0.243805591,0.264485786,0.409062034,0.63879741,0.413939472,0.27934947,0.594991498,0.328515139,0.552624592,0.510104074,0.358930905,0.296940301,0.525667379,0.312892827,0.465250248,0.466587433,0.288588794,0.299908495,0.440256171,0.222233216,0.345339462,0.323434475,0.270066542,0.387419565,0.471260637,0.415731514,0.439644009,0.268159486,0.29791131,0.568747347,0.616237964,0.367238072,0.40420266,0.460908577,0.380609328,0.46358662,0.36281886,0.590223076,0.235677332,0.596532995,0.322433293,0.305565127,0.313283122,0.344545328,0.508741488,0.334653104,0.321201567,0.278993005,0.238111919,0.266349114,0.309922325,0.550127751,0.553204078,0.339503416,0.562307938,0.363405695,0.323496416,0.498540213,0.371428042,0.347887202,0.540111511,0.217322534,0.468944278,0.266049131,0.597356274,0.360615874,0.305814948,0.582998785,0.687927599,0.461355027,0.292516636,0.253504693,0.286026127,0.412167296,0.38179178,0.384234025,0.265455893,0.242538986,0.508079329,0.499312055,0.435298309,0.465979083,0.324090369,0.508006917,0.283378343,0.56421762,0.32795449,0.391904504,0.24693498,0.23901737,0.38060411,0.238201716,0.428377474,0.531518815,0.490634274,0.287090226,0.498567631,0.246503085,0.349605967,0.587741453,0.491879908,0.244550686,0.296010921,0.635879975,0.321054818,0.271173958,0.37883914,0.408397472,0,0.483699934,0.32306229,0.646021162,0.650951219,0.384811055,0.351809574,0.343685724,0.354666475,0.296138986,0.427803924,0.246230217,0.590242682,0.640032972,0.483176536,0.577777613,0.413924345,0.290306466,0.332370937,0.49794251,0.575957003,0.510410079,0.392358545,0.407679859,0.51241391,0.673879207,0.393637788,0.272762085,0.361904188,0.28578441,0.375606815,0.384740728,0.420728102,0.445069441,0.290486142,0.415720458,0.578854427,0.51611135,0.355221626,0.354976946,0.401829163,0.33117839,0.647402616,0.293615708,0.333639333,0.269322308,0.48909558,0.257249974,0.313918552,0.282139017,0.553337263,0.435161529,0.453368899,0.51677357,0.520981303,0.284413765,0.253316933,0.366834281,0.458225153,0.421630691,0.324817654,0.430339886,0.40968109,0.325013567,0.287187592,0.601846891,0.302097559,0.605566865,0.304492175,0.583307434,0.600919954,0.663327127,0.332029728,0.632378116
BP,0.356167458,0.384807293,0.306855575,0.50821514,0.341572435,0.296306665,0.582172433,0.630365589,0.281455389,0.489602917,0.262953037,0.323110249,0.623249363,0.350448046,0.382899562,0.420688878,0.320929304,0.29107749,0.349240943,0.529547082,0.414438985,0.327384827,0.312782924,0.51062363,0.609477952,0.641083252,0.238291548,0.350814501,0.273482227,0.424269022,0.598228136,0.281559003,0.160486754,0.246857665,0.285621621,0.378183981,0.370937569,0.399668008,0.402731596,0.203693335,0.661430479,0.2948446,0.384176507,0.355216549,0.42609935,0.388672694,0.359481161,0.224386864,0.319372433,0.64266591,0.347984553,0.453372217,0.455165625,0.353208049,0.346976473,0.613075259,0.235178044,0.573836787,0.566443578,0.255192623,0.670229053,0.371102558,0.253670015,0.608289382,0.368469692,0.42485329,0.286632002,0.524344979,0.437932012,0.190397143,0.256792025,0.384154944,0.644991606,0.656528998,0.510447826,0.262244713,0.673429737,0.658173693,0.558543993,0.310666775,0.333881071,0.41141463,0.268667788,0.413761946,0.566408307,0.347360322,0.426573402,0.257196116,0.561381268,0.25068198,0.639746012,0.462481391,0.474870153,0.327551284,0.275679685,0.212282871,0.298958083,0.469433665,0.368955495,0.56296447,0.605181021,0.156436192,0.174756376,0.429960583,0.366441196,0.154209755,0.143597634,0.185788311,0.342785346,0.268248729,0.483699934,0,0.452773239,0.179479208,0.162203478,0.36412677,0.270770023,0.495298361,0.223877706,0.658896009,0.50880941,0.518612802,0.234020929,0.222177469,0.220220722,0.222149147,0.58678159,0.518187383,0.600399669,0.402736045,0.281654788,0.259820482,0.574347956,0.437962127,0.175136991,0.196668516,0.20732109,0.287483431,0.378371099,0.474679631,0.538615341,0.360655968,0.449534131,0.346574,0.362216533,0.158445277,0.184485079,0.28583144,0.449421428,0.705518718,0.595587151,0.462366558,0.241556342,0.632945332,0.347614352,0.563508541,0.362725665,0.210963331,0.160586493,0.251022205,0.274331009,0.293333808,0.202346999,0.13859688,0.274399878,0.589163693,0.534479913,0.293902789,0.307414265,0.177540078,0.369903513,0.370597126,0.353387275,0.38499262,0.290118526,0.287241171,0.343621351,0.167272265,0.321868081,0.292530146,0.266130279,0.185876972,0.673365661,0.176828666
BTI,0.16603987,0.240607635,0.340579094,0.298368853,0.551992079,0.639534871,0.185943257,0.275130919,0.72479528,0.191788778,0.679067631,0.541617887,0.233956211,0.29245258,0.385111674,0.232827968,0.448522284,0.479580728,0.243384292,0.188537331,0.238781031,0.447420984,0.322978017,0.238938602,0.267829117,0.198827213,0.447054229,0.262595062,0.616675924,0.321864532,0.176914207,0.694313149,0.667431059,0.46415082,0.347309162,0.312445726,0.239902813,0.266232523,0.370063706,0.474231432,0.236225795,0.653579123,0.239148285,0.217305378,0.227190169,0.256202278,0.683796813,0.515772742,0.245218336,0.250822802,0.328599756,0.273383769,0.194967294,0.538836484,0.55367357,0.165980075,0.64554607,0.276811227,0.217176029,0.430654345,0.18399147,0.325548815,0.467648342,0.187381971,0.348469647,0.189968439,0.71437342,0.203851445,0.260026086,0.727194159,0.659979975,0.205119711,0.189275445,0.30597118,0.196634957,0.651314448,0.16750362,0.179066423,0.334757036,0.27087431,0.348588909,0.403399694,0.689384619,0.287726578,0.221651556,0.435612944,0.250889306,0.551049286,0.15077177,0.380165409,0.21796264,0.247788903,0.160795669,0.267627052,0.48712452,0.66091179,0.525946873,0.292342525,0.291753282,0.244051942,0.191367246,0.625945157,0.561414134,0.278253944,0.211161645,0.63576188,0.420638914,0.437164794,0.238277138,0.442525228,0.32306229,0.452773239,0,0.613152386,0.625640829,0.332940333,0.283645434,0.22537031,0.379270168,0.225717973,0.25504533,0.233818344,0.510687414,0.764412318,0.672796487,0.506116988,0.224666272,0.187307717,0.237655894,0.333441833,0.405111099,0.469259619,0.181255656,0.232064097,0.530338889,0.624700685,0.280831578,0.472093358,0.264792825,0.246397521,0.201901469,0.322161994,0.29433915,0.317811264,0.200859115,0.424704056,0.547401844,0.381125264,0.263529857,0.181243157,0.173365893,0.234540916,0.698279337,0.208412837,0.279842345,0.267460937,0.472602853,0.380544011,0.421940479,0.332974878,0.454833922,0.330854518,0.564304907,0.636793625,0.448748516,0.187391954,0.146382058,0.291867123,0.413608542,0.331546503,0.389617532,0.272506243,0.307398173,0.328889929,0.260095388,0.517874889,0.300022123,0.68566961,0.332209855,0.371824828,0.73708888,0.657729714,0.206097074,0.705662408
BUD,0.561798216,0.44522088,0.483464398,0.637545608,0.325929645,0.199713831,0.581140727,0.790147925,0.270087922,0.62067393,0.204152319,0.210586449,0.676700897,0.421940519,0.38371328,0.549211485,0.241483684,0.203681244,0.374684437,0.589661873,0.474996547,0.427999071,0.504249692,0.556673307,0.742719387,0.638727501,0.279051424,0.326570872,0.225835354,0.619008505,0.67501235,0.183047311,0.16557277,0.360669889,0.310494639,0.414735108,0.379876435,0.379510239,0.383327924,0.197282792,0.772117284,0.186249384,0.55517428,0.541665,0.541421021,0.505227372,0.255583621,0.239407984,0.61010423,0.767841049,0.593593726,0.740355576,0.628256259,0.28033757,0.271357568,0.630345694,0.265780876,0.647799393,0.778271765,0.327102497,0.658991903,0.425657907,0.231032816,0.704747127,0.31097915,0.676966792,0.281433205,0.5220632,0.591921359,0.175221159,0.243715528,0.445890535,0.699260318,0.78049305,0.615059944,0.297626232,0.718890337,0.670271955,0.746796109,0.540672032,0.311407706,0.349577865,0.298337409,0.372373285,0.585715149,0.312862268,0.598715579,0.20064478,0.717437944,0.339456148,0.790926672,0.769721837,0.497175763,0.56314427,0.406059455,0.146377328,0.314306904,0.686067191,0.34635677,0.647355369,0.691186265,0.198121722,0.164052269,0.580119106,0.542975466,0.185920378,0.296854128,0.356033976,0.43980237,0.329128146,0.646021162,0.179479208,0.613152386,0,0.154237688,0.53743759,0.438753714,0.654720064,0.36172939,0.753135352,0.480462851,0.797443894,0.239055054,0.161844405,0.259968223,0.164239513,0.587482028,0.596220233,0.633393859,0.444397174,0.159829639,0.190340221,0.604045389,0.465284875,0.196927679,0.159991615,0.510534502,0.425673625,0.544706076,0.643315566,0.591068314,0.462761035,0.443592271,0.387880213,0.606085553,0.23659277,0.138671982,0.227820906,0.495609065,0.702654378,0.619726336,0.555656958,0.202092037,0.785624018,0.46978271,0.740626866,0.292669052,0.316176231,0.304625371,0.449792113,0.224417967,0.289268489,0.275991728,0.187180297,0.159615523,0.630437625,0.578661881,0.430913108,0.309981323,0.281593566,0.465195279,0.365120754,0.32836001,0.470772208,0.384873827,0.214264709,0.493040523,0.134459574,0.463803654,0.246472366,0.195176246,0.190024631,0.743346189,0.134858754
C,0.58425512,0.49899361,0.475539945,0.673095957,0.309270707,0.186380745,0.59438599,0.799780199,0.266347051,0.640292391,0.220744992,0.267265543,0.685616746,0.447530506,0.410562572,0.601918866,0.244667556,0.221236209,0.402172366,0.669611011,0.453696063,0.437387607,0.436095677,0.635431311,0.771678604,0.651162744,0.244650164,0.334432709,0.271560759,0.64356734,0.691538074,0.218500245,0.131574667,0.349162302,0.398212221,0.408298956,0.485936681,0.354973905,0.405212985,0.174307445,0.79336644,0.195240902,0.572309786,0.521386588,0.55782286,0.531975589,0.310075598,0.24200139,0.650579091,0.785971348,0.560304832,0.765009409,0.64963616,0.240984162,0.252685957,0.667294395,0.188093464,0.660908478,0.826348,0.377092201,0.683146425,0.444774568,0.217914317,0.724134907,0.388737359,0.729478681,0.185027761,0.599808555,0.639030422,0.196803657,0.195160879,0.435961157,0.707345159,0.806425531,0.660896755,0.226164359,0.693920164,0.67386355,0.765789021,0.538273861,0.387271896,0.422836221,0.212639586,0.482952495,0.648648846,0.307062125,0.63346128,0.240637214,0.7031748,0.382951851,0.822229808,0.777154226,0.538605655,0.567328431,0.308170658,0.183232776,0.298649621,0.69117244,0.376847888,0.67232284,0.722013072,0.140311234,0.203568442,0.593682106,0.573263786,0.103439448,0.319549246,0.302132147,0.5107055,0.354161101,0.650951219,0.162203478,0.625640829,0.154237688,0,0.536797181,0.45458186,0.701518076,0.437679087,0.761743327,0.524702779,0.8179227,0.186909177,0.150239214,0.145412127,0.176772837,0.61447449,0.626805361,0.677636066,0.429824626,0.23690131,0.193032469,0.624229689,0.442386692,0.217753783,0.094861519,0.42483168,0.426407052,0.577946531,0.697361255,0.620856366,0.457659032,0.484014793,0.432518684,0.672812115,0.259355191,0.144742941,0.277841142,0.572355344,0.704028999,0.674848542,0.581199661,0.150317204,0.798763195,0.505799835,0.795508945,0.310021087,0.33974235,0.33619889,0.414910288,0.177894582,0.355612466,0.229085451,0.185830746,0.222353945,0.683544676,0.624252761,0.444550061,0.399681151,0.33056465,0.442178201,0.366095559,0.347381859,0.518583928,0.382645917,0.188529136,0.491403714,0.136921558,0.498726009,0.273732865,0.15330835,0.108409081,0.721667039,0.167023453
CAT,0.270766961,0.30807679,0.277518359,0.322812478,0.504422334,0.60249307,0.344887751,0.34435123,0.603862166,0.300591313,0.575147599,0.382966262,0.334757021,0.252995311,0.376462811,0.321119828,0.478229747,0.486302637,0.34283733,0.284168998,0.355341927,0.494126186,0.41671231,0.356550059,0.349952433,0.361644221,0.278236421,0.364028035,0.541594082,0.398138975,0.327076398,0.654800632,0.524012483,0.377727457,0.25776349,0.403646707,0.326709875,0.33688453,0.460049336,0.39944405,0.321157292,0.553050975,0.315124567,0.304533892,0.309455103,0.316629194,0.648702079,0.497319445,0.322910947,0.374620393,0.340738723,0.36820617,0.300670026,0.502749114,0.505559248,0.327081834,0.507604314,0.362632585,0.383421199,0.279967019,0.373552464,0.411274031,0.300998841,0.323346855,0.28185932,0.328516456,0.59601769,0.332247034,0.347154646,0.573401112,0.52865733,0.364688302,0.332822968,0.398966009,0.326257833,0.527697071,0.35265717,0.362431123,0.368748207,0.391594814,0.305869381,0.389815115,0.5012448,0.360029628,0.349228674,0.427214353,0.314268725,0.525048327,0.349743763,0.346070512,0.341311498,0.349711922,0.330574171,0.419944184,0.489608326,0.466413713,0.340909101,0.312686025,0.391922426,0.340279006,0.340474157,0.437559172,0.37435616,0.290009039,0.328750699,0.454495917,0.301093562,0.334193477,0.285693604,0.314651669,0.384811055,0.36412677,0.332940333,0.53743759,0.536797181,0,0.292187392,0.320315627,0.291586771,0.359495239,0.311236615,0.371489003,0.44388392,0.569563647,0.532007,0.434904241,0.319644565,0.330225602,0.343105541,0.380507936,0.468883984,0.531138802,0.334733465,0.295789133,0.39044765,0.517779272,0.373990109,0.456018952,0.310723553,0.29110972,0.320677122,0.248964471,0.366646045,0.287366955,0.337689111,0.384163933,0.484732139,0.399492408,0.329705456,0.347755503,0.31460993,0.302604809,0.581617485,0.338454654,0.328217036,0.365152192,0.439649905,0.362703227,0.324637354,0.323450719,0.455135577,0.237181953,0.483501803,0.458696568,0.481331119,0.30509649,0.337038144,0.233913405,0.287720071,0.297354009,0.42435586,0.363166135,0.348718268,0.286127499,0.30141756,0.497258587,0.259347285,0.561325802,0.265227673,0.438170317,0.628300624,0.563489385,0.342765843,0.508576813
CHL,0.189605529,0.225870707,0.23610772,0.299705697,0.506457055,0.507173307,0.270991392,0.327167313,0.479651247,0.329460854,0.44200085,0.422975424,0.317296834,0.215467201,0.430269666,0.237397349,0.473635255,0.493394695,0.218464859,0.267992027,0.256612411,0.437607406,0.422581067,0.29119193,0.341905352,0.320649559,0.274709737,0.301616904,0.393510006,0.384469644,0.271025945,0.453369935,0.417842911,0.410345836,0.179504903,0.387865886,0.241088671,0.22530232,0.457978503,0.363464498,0.326289487,0.483261341,0.226537438,0.215365355,0.255920473,0.240912188,0.515041791,0.34141297,0.212090835,0.33446704,0.36051451,0.388198664,0.306680743,0.547645306,0.530437472,0.286316465,0.510752951,0.357928862,0.414859901,0.291123269,0.355343252,0.444147404,0.306485691,0.300376016,0.241709879,0.3405549,0.575665303,0.292401856,0.324551775,0.456586035,0.542582069,0.250432961,0.289425211,0.434569763,0.22420404,0.441707905,0.302983974,0.356111625,0.344914375,0.361153549,0.299304435,0.445299009,0.44909234,0.305820475,0.263730424,0.482358968,0.254963755,0.443128541,0.29627872,0.396426039,0.353739689,0.313372319,0.2383797,0.356839465,0.451453919,0.371901018,0.412084802,0.342055877,0.313944031,0.317755616,0.280074631,0.393751414,0.294300462,0.246781228,0.204383731,0.427536895,0.204962101,0.248772236,0.203389212,0.245438654,0.351809574,0.270770023,0.283645434,0.438753714,0.45458186,0.292187392,0,0.39835328,0.267948315,0.302728678,0.308658094,0.396799628,0.479601657,0.453234555,0.428224965,0.366127998,0.320368408,0.209755428,0.293626783,0.336374794,0.399986353,0.444281526,0.264550146,0.237398748,0.272387553,0.477419537,0.317210605,0.369025624,0.194260002,0.246757852,0.254931999,0.205270439,0.305131496,0.224518152,0.365513527,0.290105359,0.376207165,0.300531912,0.340025673,0.330346304,0.298271857,0.270670622,0.501301173,0.356841346,0.275449172,0.352912929,0.47974429,0.265888524,0.241361551,0.278758644,0.434685538,0.236396496,0.363156853,0.305314535,0.374493099,0.303095506,0.280518496,0.203316276,0.245932548,0.173182015,0.435300126,0.24478298,0.239820593,0.244919749,0.244406241,0.503369523,0.200957114,0.418611191,0.19768757,0.374109654,0.512391671,0.523270654,0.316225641,0.413012554
CVS,0.269862636,0.332568395,0.259054692,0.309676104,0.619458826,0.720448785,0.234416431,0.259160819,0.762836007,0.251260429,0.681889353,0.452479594,0.34453994,0.32397627,0.374043815,0.323007029,0.507676449,0.537080308,0.303235406,0.221419977,0.363042341,0.451547098,0.367682959,0.271257456,0.238179638,0.231138594,0.427550875,0.347291626,0.602184534,0.286472949,0.267192549,0.736232638,0.759488658,0.403168722,0.422284681,0.314567179,0.284215386,0.338508592,0.38783612,0.536126304,0.231383528,0.678709307,0.352832057,0.356875426,0.305345508,0.334594816,0.715878124,0.518331389,0.271010203,0.272742803,0.299228688,0.198958706,0.22604686,0.596660164,0.593688347,0.220795206,0.68984645,0.246791903,0.1906064,0.429598894,0.247137738,0.33284282,0.553889988,0.222525523,0.392760421,0.218031265,0.645005507,0.266424636,0.302296661,0.772351097,0.633577775,0.335513575,0.193884133,0.291076571,0.302431691,0.667425122,0.262087133,0.245465634,0.276443795,0.261928742,0.415783643,0.351251775,0.693282105,0.33055219,0.239828102,0.410601817,0.288057183,0.616989981,0.18416981,0.337383263,0.230859205,0.216164553,0.281929192,0.278229578,0.467413967,0.682804451,0.537422521,0.217799355,0.393379923,0.29920732,0.222975131,0.682251857,0.536952537,0.271630846,0.286920758,0.686486585,0.380446109,0.421134393,0.353341442,0.511328927,0.343685724,0.495298361,0.22537031,0.654720064,0.701518076,0.320315627,0.39835328,0,0.340483729,0.275900928,0.366211828,0.223898755,0.511058089,0.800160455,0.68478126,0.561666487,0.265017478,0.257960812,0.278288846,0.438862007,0.456809968,0.548727036,0.250406876,0.308700575,0.650732415,0.652367518,0.423466641,0.469150628,0.347327736,0.267571155,0.284602983,0.337418629,0.381095425,0.351968538,0.186986307,0.493369045,0.573957697,0.453586293,0.296238504,0.236388679,0.233055545,0.292368188,0.823058171,0.216775949,0.309726144,0.204069519,0.49033584,0.393497577,0.378166385,0.333127036,0.473436277,0.421992106,0.604148055,0.70744353,0.491138462,0.250087316,0.280710057,0.361302692,0.420906767,0.419551539,0.539973886,0.409799967,0.424437181,0.370268525,0.360696798,0.52785094,0.30986095,0.770097952,0.369990564,0.465195107,0.794427737,0.720662535,0.233867439,0.764906652
CVX,0.293662017,0.359304511,0.238042343,0.327421726,0.442015101,0.545340329,0.449418082,0.410699131,0.473726006,0.403425466,0.408447644,0.327290799,0.556582734,0.244735017,0.450398044,0.328689322,0.478162784,0.479820673,0.367063319,0.432241748,0.462402391,0.361074584,0.335196617,0.414167203,0.391843624,0.483430286,0.241438185,0.381677361,0.358408667,0.270370838,0.485815166,0.467752111,0.346080891,0.250456377,0.254528878,0.416688101,0.345137973,0.436498207,0.43601735,0.360845614,0.468282758,0.467428532,0.356153082,0.320920436,0.35984329,0.423104444,0.505506493,0.257548803,0.264298853,0.443257388,0.325907032,0.340030563,0.402329222,0.459363439,0.454315167,0.481158052,0.482922968,0.405191665,0.356259524,0.256779534,0.516539174,0.302146553,0.341988695,0.380411514,0.296286837,0.331979109,0.448562697,0.410384841,0.395777937,0.422521942,0.387158564,0.459961177,0.419708921,0.415350306,0.42782265,0.385658896,0.505757361,0.480007322,0.377635604,0.263629073,0.341221601,0.384900134,0.432454828,0.414913751,0.481864798,0.388207901,0.316405919,0.414730032,0.384192923,0.278299331,0.422212467,0.302901648,0.406490554,0.301203545,0.381984452,0.329519151,0.360844823,0.287995518,0.487562225,0.399967104,0.438999224,0.333096779,0.291524031,0.234147922,0.287741557,0.392711867,0.229280991,0.20762289,0.304790123,0.248271404,0.354666475,0.223877706,0.379270168,0.36172939,0.437679087,0.291586771,0.267948315,0.340483729,0,0.535047872,0.452227173,0.309609398,0.432199572,0.371162034,0.391434995,0.363939856,0.48575905,0.422836503,0.481161236,0.427474489,0.417852589,0.538002588,0.487550036,0.40444065,0.304501016,0.394427268,0.261762337,0.349971815,0.298421556,0.342723263,0.500246744,0.297281932,0.426269637,0.359294877,0.335524939,0.277808876,0.35753258,0.39723446,0.384488182,0.542988758,0.483069468,0.374776872,0.475350777,0.450692423,0.265125365,0.386762927,0.430037448,0.215282725,0.201960373,0.297323251,0.518234861,0.252665786,0.308759468,0.285346246,0.407258058,0.433924311,0.445636005,0.32839808,0.297312092,0.211638423,0.406132309,0.389747534,0.405392911,0.268674239,0.310792025,0.490331401,0.354052525,0.407320873,0.235162092,0.438668266,0.491654109,0.421027027,0.461318197,0.324938431
